Codebook vartype=0 if continuous; 1 if categorical and 2 if ordinal,,,,,,,yellow=vars that have no relationship with re-education (weights etc.)
,storage,display,value,,,,red=vars to do with current studying 
acaj0440,byte,%30.0g,ANOYES,FG1 Calendar - Job 4 - Early Aug 2001,1,,
acaj0441,byte,%30.0g,ANOYES,FG1 Calendar - Job 4 - Mid Aug 2001,1,,
acaj0442,byte,%30.0g,ANOYES,FG1 Calendar - Job 4 - Late Aug 2001,1,,
acaj0443,byte,%30.0g,ANOYES,FG1 Calendar - Job 4 - Early Sep 2001,1,,
acaj0444,byte,%30.0g,ANOYES,FG1 Calendar - Job 4 - Mid Sep 2001,1,,
acaj0445,byte,%30.0g,ANOYES,FG1 Calendar - Job 4 - Late Sep 2001,1,,
acaj0446,byte,%30.0g,ANOYES,FG1 Calendar - Job 4 - Early Oct 2001,1,,
acaj0447,byte,%30.0g,ANOYES,FG1 Calendar - Job 4 - Mid Oct 2001,1,,
acaj0448,byte,%30.0g,ANOYES,FG1 Calendar - Job 4 - Late Oct 2001,1,,
acaj0449,byte,%30.0g,ANOYES,FG1 Calendar - Job 4 - Early Nov 2001,1,,
acaj0450,byte,%30.0g,ANOYES,FG1 Calendar - Job 4 - Mid Nov 2001,1,,
acaj0451,byte,%30.0g,ANOYES,FG1 Calendar - Job 4 - Late Nov 2001,1,,
acaj05fp,byte,%30.0g,ANUM,FG1 07- FT/PT,0,,
acaj0501,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Early Jul 2000,1,,
acaj0502,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Mid Jul 2000,1,,
acaj0503,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Late Jul 2000,1,,
acaj0504,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Early Aug 2000,1,,
acaj0505,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Mid Aug 2000,1,,
acaj0506,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Late Aug 2000,1,,
acaj0507,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Early Sep 2000,1,,
acaj0508,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Mid Sep 2000,1,,
acaj0509,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Late Sep 2000,1,,
acaj0510,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Early Oct 2000,1,,
acaj0511,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Mid Oct 2000,1,,
acaj0512,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Late Oct 2000,1,,
acaj0513,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Early Nov 2000,1,,
acaj0514,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Mid Nov 2000,1,,
acaj0515,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Late Nov 2000,1,,
acaj0516,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Early Dec 2000,1,,
acaj0517,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Mid Dec 2000,1,,
acaj0518,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Late Dec 2000,1,,
acaj0519,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Early Jan 2001,1,,
acaj0520,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Mid Jan 2001,1,,
acaj0521,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Late Jan 2001,1,,
acaj0522,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Early Feb 2001,1,,
acaj0523,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Mid Feb 2001,1,,
acaj0524,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Late Feb 2001,1,,
acaj0525,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Early Mar 2001,1,,
acaj0526,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Mid Mar 2001,1,,
acaj0527,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Late Mar 2001,1,,
acaj0528,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Early Apr 2001,1,,
acaj0529,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Mid Apr 2001,1,,
acaj0530,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Late Apr 2001,1,,
acaj0531,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Early May 2001,1,,
acaj0532,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Mid May 2001,1,,
acaj0533,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Late May 2001,1,,
acaj0534,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Early Jun 2001,1,,
acaj0535,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Mid Jun 2001,1,,
acaj0536,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Late Jun 2001,1,,
acaj0537,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Early Jul 2001,1,,
acaj0538,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Mid Jul 2001,1,,
acaj0539,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Late Jul 2001,1,,
acaj0540,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Early Aug 2001,1,,
acaj0541,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Mid Aug 2001,1,,
acaj0542,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Late Aug 2001,1,,
acaj0543,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Early Sep 2001,1,,
acaj0544,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Mid Sep 2001,1,,
acaj0545,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Late Sep 2001,1,,
acaj0546,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Early Oct 2001,1,,
acaj0547,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Mid Oct 2001,1,,
acaj0548,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Late Oct 2001,1,,
acaj0549,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Early Nov 2001,1,,
acaj0550,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Mid Nov 2001,1,,
acaj0551,byte,%30.0g,ANOYES,FG1 Calendar - Job 5 - Late Nov 2001,1,,
acaj06fp,byte,%30.0g,ANUM,FG1 08- FT/PT,1,,
acaj0601,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Early Jul 2000,1,,
acaj0602,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Mid Jul 2000,1,,
acaj0603,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Late Jul 2000,1,,
acaj0604,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Early Aug 2000,1,,
acaj0605,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Mid Aug 2000,1,,
acaj0606,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Late Aug 2000,1,,
acaj0607,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Early Sep 2000,1,,
acaj0608,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Mid Sep 2000,1,,
acaj0609,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Late Sep 2000,1,,
acaj0610,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Early Oct 2000,1,,
acaj0611,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Mid Oct 2000,1,,
acaj0612,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Late Oct 2000,1,,
acaj0613,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Early Nov 2000,1,,
acaj0614,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Mid Nov 2000,1,,
acaj0615,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Late Nov 2000,1,,
acaj0616,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Early Dec 2000,1,,
acaj0617,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Mid Dec 2000,1,,
acaj0618,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Late Dec 2000,1,,
acaj0619,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Early Jan 2001,1,,
acaj0620,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Mid Jan 2001,1,,
acaj0621,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Late Jan 2001,1,,
acaj0622,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Early Feb 2001,1,,
acaj0623,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Mid Feb 2001,1,,
acaj0624,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Late Feb 2001,1,,
acaj0625,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Early Mar 2001,1,,
acaj0626,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Mid Mar 2001,1,,
acaj0627,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Late Mar 2001,1,,
acaj0628,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Early Apr 2001,1,,
acaj0629,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Mid Apr 2001,1,,
acaj0630,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Late Apr 2001,1,,
acaj0631,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Early May 2001,1,,
acaj0632,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Mid May 2001,1,,
acaj0633,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Late May 2001,1,,
acaj0634,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Early Jun 2001,1,,
acaj0635,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Mid Jun 2001,1,,
acaj0636,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Late Jun 2001,1,,
acaj0637,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Early Jul 2001,1,,
acaj0638,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Mid Jul 2001,1,,
acaj0639,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Late Jul 2001,1,,
acaj0640,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Early Aug 2001,1,,
acaj0641,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Mid Aug 2001,1,,
acaj0642,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Late Aug 2001,1,,
acaj0643,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Early Sep 2001,1,,
acaj0644,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Mid Sep 2001,1,,
acaj0645,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Late Sep 2001,1,,
acaj0646,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Early Oct 2001,1,,
acaj0647,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Mid Oct 2001,1,,
acaj0648,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Late Oct 2001,1,,
acaj0649,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Early Nov 2001,1,,
acaj0650,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Mid Nov 2001,1,,
acaj0651,byte,%30.0g,ANOYES,FG1 Calendar - Job 6 - Late Nov 2001,1,,
acaj07fp,byte,%30.0g,ANUM,FG1 09- FT/PT,1,,
acaj0701,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Early Jul 2000,1,,
acaj0702,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Mid Jul 2000,1,,
acaj0703,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Late Jul 2000,1,,
acaj0704,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Early Aug 2000,1,,
acaj0705,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Mid Aug 2000,1,,
acaj0706,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Late Aug 2000,1,,
acaj0707,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Early Sep 2000,1,,
acaj0708,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Mid Sep 2000,1,,
acaj0709,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Late Sep 2000,1,,
acaj0710,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Early Oct 2000,1,,
acaj0711,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Mid Oct 2000,1,,
acaj0712,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Late Oct 2000,1,,
acaj0713,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Early Nov 2000,1,,
acaj0714,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Mid Nov 2000,1,,
acaj0715,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Late Nov 2000,1,,
acaj0716,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Early Dec 2000,1,,
acaj0717,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Mid Dec 2000,1,,
acaj0718,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Late Dec 2000,1,,
acaj0719,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Early Jan 2001,1,,
acaj0720,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Mid Jan 2001,1,,
acaj0721,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Late Jan 2001,1,,
acaj0722,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Early Feb 2001,1,,
acaj0723,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Mid Feb 2001,1,,
acaj0724,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Late Feb 2001,1,,
acaj0725,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Early Mar 2001,1,,
acaj0726,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Mid Mar 2001,1,,
acaj0727,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Late Mar 2001,1,,
acaj0728,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Early Apr 2001,1,,
acaj0729,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Mid Apr 2001,1,,
acaj0730,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Late Apr 2001,1,,
acaj0731,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Early May 2001,1,,
acaj0732,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Mid May 2001,1,,
acaj0733,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Late May 2001,1,,
acaj0734,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Early Jun 2001,1,,
acaj0735,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Mid Jun 2001,1,,
acaj0736,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Late Jun 2001,1,,
acaj0737,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Early Jul 2001,1,,
acaj0738,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Mid Jul 2001,1,,
acaj0739,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Late Jul 2001,1,,
acaj0740,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Early Aug 2001,1,,
acaj0741,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Mid Aug 2001,1,,
acaj0742,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Late Aug 2001,1,,
acaj0743,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Early Sep 2001,1,,
acaj0744,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Mid Sep 2001,1,,
acaj0745,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Late Sep 2001,1,,
acaj0746,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Early Oct 2001,1,,
acaj0747,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Mid Oct 2001,1,,
acaj0748,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Late Oct 2001,1,,
acaj0749,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Early Nov 2001,1,,
acaj0750,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Mid Nov 2001,1,,
acaj0751,byte,%30.0g,ANOYES,FG1 Calendar - Job 7 - Late Nov 2001,1,,
acaj08fp,byte,%30.0g,ANUM,FG1 10- FT/PT,0,,
acaj0801,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Early Jul 2000,1,,
acaj0802,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Mid Jul 2000,1,,
acaj0803,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Late Jul 2000,1,,
acaj0804,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Early Aug 2000,1,,
acaj0805,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Mid Aug 2000,1,,
acaj0806,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Late Aug 2000,1,,
acaj0807,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Early Sep 2000,1,,
acaj0808,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Mid Sep 2000,1,,
acaj0809,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Late Sep 2000,1,,
acaj0810,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Early Oct 2000,1,,
acaj0811,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Mid Oct 2000,1,,
acaj0812,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Late Oct 2000,1,,
acaj0813,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Early Nov 2000,1,,
acaj0814,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Mid Nov 2000,1,,
acaj0815,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Late Nov 2000,1,,
acaj0816,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Early Dec 2000,1,,
acaj0817,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Mid Dec 2000,1,,
acaj0818,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Late Dec 2000,1,,
acaj0819,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Early Jan 2001,1,,
acaj0820,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Mid Jan 2001,1,,
acaj0821,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Late Jan 2001,1,,
acaj0822,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Early Feb 2001,1,,
acaj0823,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Mid Feb 2001,1,,
acaj0824,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Late Feb 2001,1,,
acaj0825,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Early Mar 2001,1,,
acaj0826,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Mid Mar 2001,1,,
acaj0827,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Late Mar 2001,1,,
acaj0828,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Early Apr 2001,1,,
acaj0829,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Mid Apr 2001,1,,
acaj0830,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Late Apr 2001,1,,
acaj0831,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Early May 2001,1,,
acaj0832,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Mid May 2001,1,,
acaj0833,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Late May 2001,1,,
acaj0834,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Early Jun 2001,1,,
acaj0835,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Mid Jun 2001,1,,
acaj0836,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Late Jun 2001,1,,
acaj0837,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Early Jul 2001,1,,
acaj0838,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Mid Jul 2001,1,,
acaj0839,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Late Jul 2001,1,,
acaj0840,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Early Aug 2001,1,,
acaj0841,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Mid Aug 2001,1,,
acaj0842,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Late Aug 2001,1,,
acaj0843,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Early Sep 2001,1,,
acaj0844,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Mid Sep 2001,1,,
acaj0845,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Late Sep 2001,1,,
acaj0846,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Early Oct 2001,1,,
acaj0847,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Mid Oct 2001,1,,
acaj0848,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Late Oct 2001,1,,
acaj0849,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Early Nov 2001,1,,
acaj0850,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Mid Nov 2001,1,,
acaj0851,byte,%30.0g,ANOYES,FG1 Calendar - Job 8 - Late Nov 2001,1,,
acaj09fp,byte,%30.0g,ANUM,FG1 11- FT/PT,0,,
acaj0901,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Early Jul 2000,1,,
acaj0902,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Mid Jul 2000,1,,
acaj0903,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Late Jul 2000,1,,
acaj0904,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Early Aug 2000,1,,
acaj0905,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Mid Aug 2000,1,,
acaj0906,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Late Aug 2000,1,,
acaj0907,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Early Sep 2000,1,,
acaj0908,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Mid Sep 2000,1,,
acaj0909,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Late Sep 2000,1,,
acaj0910,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Early Oct 2000,1,,
acaj0911,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Mid Oct 2000,1,,
acaj0912,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Late Oct 2000,1,,
acaj0913,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Early Nov 2000,1,,
acaj0914,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Mid Nov 2000,1,,
acaj0915,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Late Nov 2000,1,,
acaj0916,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Early Dec 2000,1,,
acaj0917,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Mid Dec 2000,1,,
acaj0918,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Late Dec 2000,1,,
acaj0919,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Early Jan 2001,1,,
acaj0920,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Mid Jan 2001,1,,
acaj0921,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Late Jan 2001,1,,
acaj0922,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Early Feb 2001,1,,
acaj0923,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Mid Feb 2001,1,,
acaj0924,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Late Feb 2001,1,,
acaj0925,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Early Mar 2001,1,,
acaj0926,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Mid Mar 2001,1,,
acaj0927,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Late Mar 2001,1,,
acaj0928,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Early Apr 2001,1,,
acaj0929,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Mid Apr 2001,1,,
acaj0930,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Late Apr 2001,1,,
acaj0931,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Early May 2001,1,,
acaj0932,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Mid May 2001,1,,
acaj0933,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Late May 2001,1,,
acaj0934,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Early Jun 2001,1,,
acaj0935,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Mid Jun 2001,1,,
acaj0936,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Late Jun 2001,1,,
acaj0937,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Early Jul 2001,1,,
acaj0938,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Mid Jul 2001,1,,
acaj0939,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Late Jul 2001,1,,
acaj0940,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Early Aug 2001,1,,
acaj0941,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Mid Aug 2001,1,,
acaj0942,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Late Aug 2001,1,,
acaj0943,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Early Sep 2001,1,,
acaj0944,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Mid Sep 2001,1,,
acaj0945,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Late Sep 2001,1,,
acaj0946,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Early Oct 2001,1,,
acaj0947,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Mid Oct 2001,1,,
acaj0948,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Late Oct 2001,1,,
acaj0949,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Early Nov 2001,1,,
acaj0950,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Mid Nov 2001,1,,
acaj0951,byte,%30.0g,ANOYES,FG1 Calendar - Job 9 - Late Nov 2001,1,,
acaj10fp,byte,%30.0g,ANUM,FG1 12- FT/PT,0,,
acaj1001,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Early Jul 2000,1,,
acaj1002,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Mid Jul 2000,1,,
acaj1003,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Late Jul 2000,1,,
acaj1004,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Early Aug 2000,1,,
acaj1005,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Mid Aug 2000,1,,
acaj1006,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Late Aug 2000,1,,
acaj1007,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Early Sep 2000,1,,
acaj1008,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Mid Sep 2000,1,,
acaj1009,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Late Sep 2000,1,,
acaj1010,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Early Oct 2000,1,,
acaj1011,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Mid Oct 2000,1,,
